Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,ProductClass,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,ColorwaySKU7,Size0,Size1,Size2,Size3,Size4,Size5,Size6,Size7,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,LineList,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
52003-00010,52003-00010,Snowboard,SP23,SC/SCX,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,True Gold ML Mirror,TRUE,FALSE,52003-00010,52003-00010,,,,,,,,,,,,,,,,70,85,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Thermoplastic Polyurethane (TPU)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52003-00011,52003-00011,Snowboard,SP23,SC/SCX,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Vermilion-Rose/Blue ML Mirror,TRUE,FALSE,52003-00011,52003-00011,,,,,,,,,,,,,,,,70,85,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Thermoplastic Polyurethane (TPU)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52003-00012,52003-00012,Snowboard,SP23,SC/SCX,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Vermilion-Rose/Red ML Mirror,TRUE,FALSE,52003-00012,52003-00012,,,,,,,,,,,,,,,,70,85,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Thermoplastic Polyurethane (TPU)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52003-00013,52003-00013,Snowboard,SP23,SC/SCX,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,White ML Mirror,TRUE,FALSE,52003-00013,52003-00013,,,,,,,,,,,,,,,,70,85,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Thermoplastic Polyurethane (TPU)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00001,52005-00001,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Pink/Turquoise ML Mirror,TRUE,FALSE,52005-00001,52005-00001,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00002,52005-00002,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Blue ML Mirror,TRUE,FALSE,52005-00002,52005-00002,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00003,52005-00003,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Copper ML Mirror,TRUE,FALSE,52005-00003,52005-00003,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00004,52005-00004,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Copper/Violet ML Mirror,TRUE,FALSE,52005-00004,52005-00004,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00005,52005-00005,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Grey-Blue/Green ML Mirror,TRUE,FALSE,52005-00005,52005-00005,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00006,52005-00006,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Grey-Blue/Silver ML Mirror,TRUE,FALSE,52005-00006,52005-00006,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00007,52005-00007,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Grey-Green,TRUE,FALSE,52005-00007,52005-00007,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00008,52005-00008,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Lavender ML Mirror,TRUE,FALSE,52005-00008,52005-00008,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00009,52005-00009,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Silver Flash ML Mirror,TRUE,FALSE,52005-00009,52005-00009,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00010,52005-00010,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,True Gold ML Mirror,TRUE,FALSE,52005-00010,52005-00010,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00011,52005-00011,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Vermilion-Rose/Blue ML Mirror,TRUE,FALSE,52005-00011,52005-00011,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00012,52005-00012,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Vermilion-Rose/Red ML Mirror,TRUE,FALSE,52005-00012,52005-00012,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52005-00013,52005-00013,Snowboard,SP23,VALNOR,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,White ML Mirror,TRUE,FALSE,52005-00013,52005-00013,,,,,,,,,,,,,,,,60,75,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00001,52007-00001,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Pink/Turquoise ML Mirror,TRUE,FALSE,52007-00001,52007-00001,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00002,52007-00002,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Blue ML Mirror,TRUE,FALSE,52007-00002,52007-00002,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00003,52007-00003,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Copper ML Mirror,TRUE,FALSE,52007-00003,52007-00003,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00004,52007-00004,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Copper/Violet ML Mirror,TRUE,FALSE,52007-00004,52007-00004,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00005,52007-00005,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Grey-Blue/Green ML Mirror,TRUE,FALSE,52007-00005,52007-00005,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00006,52007-00006,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Grey-Blue/Silver ML Mirror,TRUE,FALSE,52007-00006,52007-00006,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00007,52007-00007,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Grey-Green,TRUE,FALSE,52007-00007,52007-00007,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00008,52007-00008,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Lavender ML Mirror,TRUE,FALSE,52007-00008,52007-00008,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00009,52007-00009,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,Silver Flash ML Mirror,TRUE,FALSE,52007-00009,52007-00009,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
52007-00010,52007-00010,Snowboard,SP23,OKAN,Replacement,Snow Goggle Accessories,Hard Goods,FA22,"SP23, FA22",Replacement Lenses,Mirror,,,True Gold ML Mirror,TRUE,FALSE,52007-00010,52007-00010,,,,,,,,,,,,,,,,50,65,CN,"33.4% Polycarbonate (PC)
33.3% Cellulose Propionate (CP)
33.3% Ethylene Propylene Diene Monomer (EPDM)","The 100% collection of snow goggles offers several lens options for optimizing your experience on the mountain, in a variety of light and weather conditions.","- Premium Injection-molded 2mm impact-rated, shatter-resistant lens
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes.
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses",,#N/A,#N/A,,,,,,,,,,,
