Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
61032-019-75,Optical,#N/A,TYPE-S,,Sunglasses,,Essential,,,Active Performance,,,Matte Black - HiPER Blue Multilayer Mirror Lens,#N/A,TRUE,61032-019-75,61032-019-75,,,,,,,,,,,,,,130,130,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Bridging the gap between style and performance, the Type-S is loaded with technical features while keeping classic styling in mind. The full-wrap design provides protection from light and reduces movement on your face, while the ultra-grip rubber coated nose pads and temple arms offer superior fit and comfort. Throw in our hallmark 100% lenses for the very best vision and you’ll find high-performance sunglasses that are just as comfortable on the street as the trail.","•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=f36742f7-848d-4f9a-9589-aef87b61b920,https://fs.amplifi.io//file?id=f36742f7-848d-4f9a-9589-aef87b61b920&variant=thumb&extension=png
61032-100-57,Optical,#N/A,TYPE-S,,Sunglasses,,Essential,,,Active Performance,,,Soft Tact Black - Smoke Lens,#N/A,TRUE,61032-100-57,61032-100-57,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Bridging the gap between style and performance, the Type-S is loaded with technical features while keeping classic styling in mind. The full-wrap design provides protection from light and reduces movement on your face, while the ultra-grip rubber coated nose pads and temple arms offer superior fit and comfort. Throw in our hallmark 100% lenses for the very best vision and you’ll find high-performance sunglasses that are just as comfortable on the street as the trail.","•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=4c2219d1-8eec-4692-b572-ca116c7e2b4f,https://fs.amplifi.io//file?id=4c2219d1-8eec-4692-b572-ca116c7e2b4f&variant=thumb&extension=png
61032-259-73,Optical,#N/A,TYPE-S,,Sunglasses,,SP20,,,Active Performance,,,Matte Black Havana - Bronze Lens,#N/A,FALSE,61032-259-73,61032-259-73,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Bridging the gap between style and performance, the Type-S is loaded with technical features while keeping classic styling in mind. The full-wrap design provides protection from light and reduces movement on your face, while the ultra-grip rubber coated nose pads and temple arms offer superior fit and comfort. Throw in our hallmark 100% lenses for the very best vision and you’ll find high-performance sunglasses that are just as comfortable on the street as the trail.","•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=bae50309-8b69-44b7-9726-3cc41cee88e6,https://fs.amplifi.io//file?id=bae50309-8b69-44b7-9726-3cc41cee88e6&variant=thumb&extension=png
61035-001-72,Optical,#N/A,SLENT,,Sunglasses,,SP19,,,Active Performance,,,Polished Black - Purple Multilayer Mirror Lens,#N/A,FALSE,61035-001-72,61035-001-72,,,,,,,,,,,,,,120,120,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Slent brings a modern edge to a classic, rounded-lens shape; helping reimagine technologies present in an active lifestyle sunglass. The Slent’s deeper peripheral lens frames protect against reflective glare while its medium fit provides ample coverage.","•Designed in California, handcrafted in Europe
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready",https://fs.amplifi.io//file?id=c7ed53be-4ed1-4edd-9c26-f64825631a41,https://fs.amplifi.io//file?id=c7ed53be-4ed1-4edd-9c26-f64825631a41&variant=thumb&extension=png
61035-100-47,Optical,#N/A,SLENT,,Sunglasses,,Essential,,,Active Performance,,,Soft Tact Black - Grey PEAKPOLAR Lens,#N/A,TRUE,61035-100-47,61035-100-47,,,,,,,,,,,,,,150,150,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Slent brings a modern edge to a classic, rounded-lens shape; helping reimagine technologies present in an active lifestyle sunglass. The Slent’s deeper peripheral lens frames protect against reflective glare while its medium fit provides ample coverage.","•Designed in California, handcrafted in Europe
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready",https://fs.amplifi.io//file?id=f16aa656-e523-4d03-a7ce-58bc45fcb036,https://fs.amplifi.io//file?id=f16aa656-e523-4d03-a7ce-58bc45fcb036&variant=thumb&extension=png
61035-188-57,Optical,#N/A,SLENT,,Sunglasses,,SP19,,,Active Performance,,,Soft Tact Cool Grey - Smoke Lens,#N/A,FALSE,61035-188-57,61035-188-57,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Slent brings a modern edge to a classic, rounded-lens shape; helping reimagine technologies present in an active lifestyle sunglass. The Slent’s deeper peripheral lens frames protect against reflective glare while its medium fit provides ample coverage.","•Designed in California, handcrafted in Europe
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready",https://fs.amplifi.io//file?id=0bb30f51-fd8e-4f6a-acd4-5287d00e7ba6,https://fs.amplifi.io//file?id=0bb30f51-fd8e-4f6a-acd4-5287d00e7ba6&variant=thumb&extension=png
61035-296-74,Optical,#N/A,SLENT,,Sunglasses,,SP19,,,Active Performance,,,Olive Slate - Grey Green Lens,#N/A,FALSE,61035-296-74,61035-296-74,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Slent brings a modern edge to a classic, rounded-lens shape; helping reimagine technologies present in an active lifestyle sunglass. The Slent’s deeper peripheral lens frames protect against reflective glare while its medium fit provides ample coverage.","•Designed in California, handcrafted in Europe
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready",https://fs.amplifi.io//file?id=e6c823ea-cec6-42c3-8674-d9323be8c29b,https://fs.amplifi.io//file?id=e6c823ea-cec6-42c3-8674-d9323be8c29b&variant=thumb&extension=png
61035-391-57,Optical,#N/A,SLENT,,Sunglasses,,SP20,,,Active Performance,,,Polished Haze - Smoke Lens,#N/A,FALSE,61035-391-57,61035-391-57,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Slent brings a modern edge to a classic, rounded-lens shape; helping reimagine technologies present in an active lifestyle sunglass. The Slent’s deeper peripheral lens frames protect against reflective glare while its medium fit provides ample coverage.","•Designed in California, handcrafted in Europe
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready",https://fs.amplifi.io//file?id=ca9b7bd1-1775-4cd3-bbd1-9554ce0d57ee,https://fs.amplifi.io//file?id=ca9b7bd1-1775-4cd3-bbd1-9554ce0d57ee&variant=thumb&extension=png
61035-404-01,Optical,#N/A,SLENT,,Sunglasses,,SP21,,,Active Performance,,,Soft Tact Fade Black / Havana - HiPER Silver Mirror Lens,#N/A,FALSE,61035-404-01,61035-404-01,,,,,,,,,,,,,,130,130,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Slent brings a modern edge to a classic, rounded-lens shape; helping reimagine technologies present in an active lifestyle sunglass. The Slent’s deeper peripheral lens frames protect against reflective glare while its medium fit provides ample coverage.","•Designed in California, handcrafted in Europe
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready",https://fs.amplifi.io//file?id=3fd3fa70-cea4-466f-b99a-76161b5d0c45,https://fs.amplifi.io//file?id=3fd3fa70-cea4-466f-b99a-76161b5d0c45&variant=thumb&extension=png
61036-139-75,Optical,#N/A,HAKAN,,Sunglasses,,SP19,,,Active Performance,,,Soft Tact Rootbeer - HiPER Silver Mirror Lens,#N/A,FALSE,61036-139-75,61036-139-75,,,,,,,,,,,,,,130,130,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meeting somewhere in-between style and performance, the HAKAN is the all around sunglass that offers the protection of a high wrap sports frame with equal parts day in and day out performance.","•Designed in California
•Ultra HD lenses manufactured in France from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=0d619738-68ff-40c1-94ff-3d452819042d,https://fs.amplifi.io//file?id=0d619738-68ff-40c1-94ff-3d452819042d&variant=thumb&extension=png
61036-188-57,Optical,#N/A,HAKAN,,Sunglasses,,SP19,,,Active Performance,,,Soft Tact Cool Grey - Smoke Lens,#N/A,FALSE,61036-188-57,61036-188-57,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meeting somewhere in-between style and performance, the HAKAN is the all around sunglass that offers the protection of a high wrap sports frame with equal parts day in and day out performance.","•Designed in California
•Ultra HD lenses manufactured in France from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=2c245500-b16a-411e-b5e0-080dbc760b7c,https://fs.amplifi.io//file?id=2c245500-b16a-411e-b5e0-080dbc760b7c&variant=thumb&extension=png
61036-259-73,Optical,#N/A,HAKAN,,Sunglasses,,SP20,,,Active Performance,,,Matte Black Havana - Bronze Lens,#N/A,TRUE,61036-259-73,61036-259-73,,,,,,,,,,,,,,110,110,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meeting somewhere in-between style and performance, the HAKAN is the all around sunglass that offers the protection of a high wrap sports frame with equal parts day in and day out performance.","•Designed in California
•Ultra HD lenses manufactured in France from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=9d90db75-9ee2-45d6-a098-c12bdc9e72b0,https://fs.amplifi.io//file?id=9d90db75-9ee2-45d6-a098-c12bdc9e72b0&variant=thumb&extension=png
61036-407-01,Optical,#N/A,HAKAN,,Sunglasses,,SP21,,,Active Performance,,,Soft Tact Black / White Fade - HiPER Blue Multilayer Mirror Lens,#N/A,FALSE,61036-407-01,61036-407-01,,,,,,,,,,,,,,130,130,IT,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meeting somewhere in-between style and performance, the HAKAN is the all around sunglass that offers the protection of a high wrap sports frame with equal parts day in and day out performance.","•Designed in California
•Ultra HD lenses manufactured in France from shatter proof and impact resistant polycarbonate 
•Optically correct decentred 8x4 base toric lenses
•Wrap-around frame for optimal protection
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens",https://fs.amplifi.io//file?id=dc33430e-30cd-444d-9029-cee7c2501a51,https://fs.amplifi.io//file?id=dc33430e-30cd-444d-9029-cee7c2501a51&variant=thumb&extension=png
61038-188-61,Optical,#N/A,RENSHAW,,Sunglasses,,FA19,,,Active Performance,,,Soft Tact Cool Grey - Black Mirror Lens,#N/A,FALSE,61038-188-61,61038-188-61,,,,,,,,,,,,,,120,120,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=eed78910-43ec-45f1-ad01-344cdedc53fd,https://fs.amplifi.io//file?id=eed78910-43ec-45f1-ad01-344cdedc53fd&variant=thumb&extension=png
61038-257-49,Optical,#N/A,RENSHAW,,Sunglasses,,FA19,,,Active Performance,,,Soft Tact Havana - Bronze PeakPolar Lens,#N/A,FALSE,61038-257-49,61038-257-49,,,,,,,,,,,,,,150,150,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=ef32180c-9b87-481f-bcb6-6223c4c00ba9,https://fs.amplifi.io//file?id=ef32180c-9b87-481f-bcb6-6223c4c00ba9&variant=thumb&extension=png
61041-289-61,Optical,#N/A,LEGERE SQUARE,,Sunglasses,,SP20,,,Active Performance,,,Soft Tact Stone Grey - Black Mirror Lens,#N/A,FALSE,61041-289-61,61041-289-61,,,,,,,,,,,,,,-1,-1,TW,"10% Carbon Graphene
82% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Weightless. Limitless.  Developing UltraCarbon™ technology for the Hypercraft® model led to expanding the benefits of its strength and weight savings into our Active Performance range with our two new Legere models. Utilizing the same UltraCarbon™ technologies, we’ve designed the Legere® to be the new everyday favorite sunglasses for active and style-conscience athletes. The unisex silhouette of the single shield lens is enhanced by the detailed etching around the perimeter, giving it a unique look while being so lightweight it feels as if you’re wearing nothing at all. Feel Nothing. See Everything.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•Rimless 2-base spherical shield design for an ultralight, comfortable fit
•100% proprietary UltraCarbon™ material for a durable, strong and lightweight frame
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Available with contrast-defining HiPER® lens 
•Ultra-lightweight of 17 grams offers active performance with minimal weight
•Interchangeable lenses sold separately
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=6938137e-c257-49ad-83d6-ac82063db5eb,https://fs.amplifi.io//file?id=6938137e-c257-49ad-83d6-ac82063db5eb&variant=thumb&extension=png
61045-102-01,Optical,#N/A,EASTCRAFT,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Sport Performance,,,Matte Black - Smoke Lens,#N/A,TRUE,61045-102-01,61045-102-01,,,,,,,,,,,,,,195,195,IT,"60% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
3% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Introducing the Next Generation of Sport Performance Sunglasses: The new collection launches in two uncompromising and powerful styles running on all cylinders. Westcraft + Eastcraft fit our definition of immense beauty, equal parts elegance and performance. This perfect blend of style and high fashion with the ultimate sport performance sunglass gives what you need without any compromises. The collection has a distinct aviator silhouette design and comes in two versions, the refined round Westcraft and its square sibling, the Eastcraft.","-Designed in California
-Ultra HD lenses manufactured from -shatter proof and impact resistant
-polycarbonate 
-5.5-base cylindrical lens for increased peripheral view and protection
-Comes with a pair of clear dual replacement lenses, more dual lens colors available aftermarket
-360º visibility for unobstructed views and optimal field of vision
Unique lens change mechanism with V-latch to lock and unlock the lens
-Removable side shields for additional protection from the elements
-Interchangeable lenses 
-100% UV protection (UV400)
-Scratch resistant lens coating of the highest quality
-Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
-Temple arm scoops to manage moisture
-Durable, flexible and lightweight TR90 frame
-Ultra-grip rubber nose and temple tips provide a secure fit
-Also available with contrast-defining HiPER lens and photochromic lens
-Comes with a hard case, microfiber cleaning bag, clear replacement lenses and extra alternative fit nose pads",https://fs.amplifi.io//file?id=2a0f8578-c3aa-4f56-8791-fa54c1d27952,https://fs.amplifi.io//file?id=2a0f8578-c3aa-4f56-8791-fa54c1d27952&variant=thumb&extension=png
61045-258-01,Optical,#N/A,EASTCRAFT,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Sport Performance,,,Soft Tact Black - Soft Gold Mirror Lens,#N/A,TRUE,61045-258-01,61045-258-01,,,,,,,,,,,,,,205,205,IT,"60% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
3% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Introducing the Next Generation of Sport Performance Sunglasses: The new collection launches in two uncompromising and powerful styles running on all cylinders. Westcraft + Eastcraft fit our definition of immense beauty, equal parts elegance and performance. This perfect blend of style and high fashion with the ultimate sport performance sunglass gives what you need without any compromises. The collection has a distinct aviator silhouette design and comes in two versions, the refined round Westcraft and its square sibling, the Eastcraft.","-Designed in California
-Ultra HD lenses manufactured from -shatter proof and impact resistant
-polycarbonate 
-5.5-base cylindrical lens for increased peripheral view and protection
-Comes with a pair of clear dual replacement lenses, more dual lens colors available aftermarket
-360º visibility for unobstructed views and optimal field of vision
Unique lens change mechanism with V-latch to lock and unlock the lens
-Removable side shields for additional protection from the elements
-Interchangeable lenses 
-100% UV protection (UV400)
-Scratch resistant lens coating of the highest quality
-Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
-Temple arm scoops to manage moisture
-Durable, flexible and lightweight TR90 frame
-Ultra-grip rubber nose and temple tips provide a secure fit
-Also available with contrast-defining HiPER lens and photochromic lens
-Comes with a hard case, microfiber cleaning bag, clear replacement lenses and extra alternative fit nose pads",https://fs.amplifi.io//file?id=06c01cb4-da01-4abf-9431-49d659d2066b,https://fs.amplifi.io//file?id=06c01cb4-da01-4abf-9431-49d659d2066b&variant=thumb&extension=png
61045-265-01,Optical,#N/A,EASTCRAFT,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Sport Performance,,,Soft Tact Red - Black Mirror Lens,#N/A,FALSE,61045-265-01,61045-265-01,,,,,,,,,,,,,,205,205,IT,"60% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
3% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Introducing the Next Generation of Sport Performance Sunglasses: The new collection launches in two uncompromising and powerful styles running on all cylinders. Westcraft + Eastcraft fit our definition of immense beauty, equal parts elegance and performance. This perfect blend of style and high fashion with the ultimate sport performance sunglass gives what you need without any compromises. The collection has a distinct aviator silhouette design and comes in two versions, the refined round Westcraft and its square sibling, the Eastcraft.","-Designed in California
-Ultra HD lenses manufactured from -shatter proof and impact resistant
-polycarbonate 
-5.5-base cylindrical lens for increased peripheral view and protection
-Comes with a pair of clear dual replacement lenses, more dual lens colors available aftermarket
-360º visibility for unobstructed views and optimal field of vision
Unique lens change mechanism with V-latch to lock and unlock the lens
-Removable side shields for additional protection from the elements
-Interchangeable lenses 
-100% UV protection (UV400)
-Scratch resistant lens coating of the highest quality
-Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
-Temple arm scoops to manage moisture
-Durable, flexible and lightweight TR90 frame
-Ultra-grip rubber nose and temple tips provide a secure fit
-Also available with contrast-defining HiPER lens and photochromic lens
-Comes with a hard case, microfiber cleaning bag, clear replacement lenses and extra alternative fit nose pads",https://fs.amplifi.io//file?id=c5b45f67-1f1f-4c5f-9eea-265da8c0eae6,https://fs.amplifi.io//file?id=c5b45f67-1f1f-4c5f-9eea-265da8c0eae6&variant=thumb&extension=png
61045-469-01,Optical,#N/A,EASTCRAFT,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Sport Performance,,,Soft Tact Cool Grey - HiPER Crimson Silver Mirror Lens,#N/A,TRUE,61045-469-01,61045-469-01,,,,,,,,,,,,,,225,225,IT,"60% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
3% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Introducing the Next Generation of Sport Performance Sunglasses: The new collection launches in two uncompromising and powerful styles running on all cylinders. Westcraft + Eastcraft fit our definition of immense beauty, equal parts elegance and performance. This perfect blend of style and high fashion with the ultimate sport performance sunglass gives what you need without any compromises. The collection has a distinct aviator silhouette design and comes in two versions, the refined round Westcraft and its square sibling, the Eastcraft.","-Designed in California
-Ultra HD lenses manufactured from -shatter proof and impact resistant
-polycarbonate 
-5.5-base cylindrical lens for increased peripheral view and protection
-Comes with a pair of clear dual replacement lenses, more dual lens colors available aftermarket
-360º visibility for unobstructed views and optimal field of vision
Unique lens change mechanism with V-latch to lock and unlock the lens
-Removable side shields for additional protection from the elements
-Interchangeable lenses 
-100% UV protection (UV400)
-Scratch resistant lens coating of the highest quality
-Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
-Temple arm scoops to manage moisture
-Durable, flexible and lightweight TR90 frame
-Ultra-grip rubber nose and temple tips provide a secure fit
-Also available with contrast-defining HiPER lens and photochromic lens
-Comes with a hard case, microfiber cleaning bag, clear replacement lenses and extra alternative fit nose pads",https://fs.amplifi.io//file?id=7221058e-80e5-44a7-8af9-69bb6b7ed2e9,https://fs.amplifi.io//file?id=7221058e-80e5-44a7-8af9-69bb6b7ed2e9&variant=thumb&extension=png
